feature_name,b7sc
DOUGLASS ADDITION PROJECTS,11136001
DOUGLASS HOUSES ADDITION,11136001
DOUGLASS PROJECTS ADDITION,11136001
JACOB RIIS    1 HOUSES,11137501
JACOB RIIS    1 HOUSES COMPLEX,11137501
JACOB RIIS    1 PROJECTS,11137501
JACOB RIIS I HOUSES,11137501
JACOB RIIS I HOUSES COMPLEX,11137501
JACOB RIIS I PROJECTS,11137501
JACOB RIIS I PROJECTS COMPLEX,11137501
RIIS    1 HOUSES,11137501
RIIS    1 HOUSES COMPLEX,11137501
RIIS    1 PROJECTS COMPLEX,11137501
RIIS I HOUSES,11137501
RIIS I HOUSES COMPLEX,11137501
RIIS I PROJECTS,11137501
RIIS I PROJECTS COMPLEX,11137501
RISS    1 PROJECTS,11137501
J RIIS I HOUSES BUILDING    1,11137502
J RIIS I PROJECTS BUILDING    1,11137502
JACOB RIIS I HOUSES BLDG    1,11137502
JACOB RIIS I PROJECTS BLDG    1,11137502
RIIS I HOUSES BUILDING    1,11137502
RIIS I PROJECTS BUILDING    1,11137502
J RIIS I HOUSES BUILDING    2,11137503
J RIIS I PROJECTS BUILDING    2,11137503
JACOB RIIS I HOUSES BLDG    2,11137503
JACOB RIIS I PROJECTS BLDG    2,11137503
RIIS I HOUSES BUILDING    2,11137503
RIIS I PROJECTS BUILDING    2,11137503
J RIIS I HOUSES BUILDING    3,11137504
J RIIS I PROJECTS BUILDING    3,11137504
JACOB RIIS I HOUSES BLDG    3,11137504
JACOB RIIS I PROJECTS BLDG    3,11137504
RIIS I HOUSES BUILDING    3,11137504
RIIS I PROJECTS BUILDING    3,11137504
J RIIS I HOUSES BUILDING    4,11137505
J RIIS I PROJECTS BUILDING    4,11137505
JACOB RIIS I HOUSES BLDG    4,11137505
JACOB RIIS I PROJECTS BLDG    4,11137505
RIIS I HOUSES BUILDING    4,11137505
RIIS I PROJECTS BUILDING    4,11137505
J RIIS I HOUSES BUILDING    5,11137506
J RIIS I PROJECTS BUILDING    5,11137506
JACOB RIIS I HOUSES BLDG    5,11137506
JACOB RIIS I PROJECTS BLDG    5,11137506
RIIS I HOUSES BUILDING    5,11137506
RIIS I PROJECTS BUILDING    5,11137506
J RIIS I HOUSES BUILDING    6,11137507
J RIIS I PROJECTS BUILDING    6,11137507
JACOB RIIS I HOUSES BLDG    6,11137507
JACOB RIIS I PROJECTS BLDG    6,11137507
RIIS I HOUSES BUILDING    6,11137507
RIIS I PROJECTS BUILDING    6,11137507
J RIIS I HOUSES BUILDING    7,11137508
J RIIS I PROJECTS BUILDING    7,11137508
JACOB RIIS I HOUSES BLDG    7,11137508
JACOB RIIS I PROJECTS BLDG    7,11137508
RIIS I HOUSES BUILDING    7,11137508
RIIS I PROJECTS BUILDING    7,11137508
J RIIS I HOUSES BUILDING    8,11137509
J RIIS I PROJECTS BUILDING    8,11137509
JACOB RIIS I HOUSES BLDG    8,11137509
JACOB RIIS I PROJECTS BLDG    8,11137509
RIIS I HOUSES BUILDING    8,11137509
RIIS I PROJECTS BUILDING    8,11137509
J RIIS I HOUSES BUILDING    9,11137510
J RIIS I PROJECTS BUILDING    9,11137510
JACOB RIIS I HOUSES BLDG    9,11137510
JACOB RIIS I PROJECTS BLDG    9,11137510
RIIS I HOUSES BUILDING    9,11137510
RIIS I PROJECTS BUILDING    9,11137510
J RIIS I HOUSES BUILDING   10,11137511
J RIIS I PROJECTS BUILDING   10,11137511
JACOB RIIS I HOUSES BLDG   10,11137511
JACOB RIIS I PROJECTS BLDG   10,11137511
RIIS I HOUSES BUILDING   10,11137511
RIIS I PROJECTS BUILDING   10,11137511
J RIIS I HOUSES BUILDING   11,11137512
J RIIS I PROJECTS BUILDING   11,11137512
JACOB RIIS I HOUSES BLDG   11,11137512
JACOB RIIS I PROJECTS BLDG   11,11137512
RIIS I HOUSES BUILDING   11,11137512
RIIS I PROJECTS BUILDING   11,11137512
J RIIS I HOUSES BUILDING   12,11137513
J RIIS I PROJECTS BUILDING   12,11137513
JACOB RIIS I HOUSES BLDG   12,11137513
JACOB RIIS I PROJECTS BLDG   12,11137513
RIIS I HOUSES BUILDING   12,11137513
RIIS I PROJECTS BUILDING   12,11137513
J RIIS I HOUSES BUILDING   13,11137514
J RIIS I PROJECTS BUILDING   13,11137514
JACOB RIIS I HOUSES BLDG   13,11137514
JACOB RIIS I PROJECTS BLDG   13,11137514
RIIS I HOUSES BUILDING   13,11137514
RIIS I PROJECTS BUILDING   13,11137514
BARUCH CHARNEY VLADECK I HOUSES,11138001
VLADECK    1 HOUSES,11138001
VLADECK    1 HOUSES COMPLEX,11138001
VLADECK    1 PROJECTS,11138001
VLADECK    1 PROJECTS COMPLEX,11138001
VLADECK I HOUSES,11138001
VLADECK I HOUSES COMPLEX,11138001
VLADECK I PROJECTS,11138001
VLADECK I PROJECTS COMPLEX,11138001
VLADECK ONE HOUSES,11138001
VLADECK ONE HOUSES COMPLEX,11138001
VLADECK ONE PROJECTS,11138001
VLADECK ONE PROJECTS COMPLEX,11138001
VLADECK    1 HOUSES BLDG    1,11138002
VLADECK    1 PROJECTS BLDG    1,11138002
VLADECK I HOUSES BUILDING    1,11138002
VLADECK I PROJECTS BUILDING    1,11138002
VLADECK ONE HOUSES BUILDING    1,11138002
VLADECK ONE PROJECTS BLDG    1,11138002
VLADECK    1 HOUSES BLDG    2,11138003
VLADECK    1 PROJECTS BLDG    2,11138003
VLADECK I HOUSES BUILDING    2,11138003
VLADECK I PROJECTS BUILDING    2,11138003
VLADECK ONE HOUSES BUILDING    2,11138003
VLADECK ONE PROJECTS BLDG    2,11138003
VLADECK    1 HOUSES BLDG    3,11138004
VLADECK    1 PROJECTS BLDG    3,11138004
VLADECK I HOUSES BUILDING    3,11138004
VLADECK I PROJECTS BUILDING    3,11138004
VLADECK ONE HOUSES BUILDING    3,11138004
VLADECK ONE PROJECTS BLDG    3,11138004
VLADECK    1 HOUSES BLDG    4,11138005
VLADECK    1 PROJECTS BLDG    4,11138005
VLADECK I HOUSES BUILDING    4,11138005
VLADECK I PROJECTS BUILDING    4,11138005
VLADECK ONE HOUSES BUILDING    4,11138005
VLADECK ONE PROJECTS BLDG    4,11138005
VLADECK    1 HOUSES BLDG    5,11138006
VLADECK    1 PROJECTS BLDG    5,11138006
VLADECK I HOUSES BUILDING    5,11138006
VLADECK I PROJECTS BUILDING    5,11138006
VLADECK ONE HOUSES BUILDING    5,11138006
VLADECK ONE PROJECTS BLDG    5,11138006
VLADECK    1 HOUSES BLDG    6,11138007
VLADECK    1 PROJECTS BLDG    6,11138007
VLADECK I HOUSES BUILDING    6,11138007
VLADECK I PROJECTS BUILDING    6,11138007
VLADECK ONE HOUSES BUILDING    6,11138007
VLADECK ONE PROJECTS BLDG    6,11138007
VLADECK    1 HOUSES BLDG    7,11138008
VLADECK    1 PROJECTS BLDG    7,11138008
VLADECK I HOUSES BUILDING    7,11138008
VLADECK I PROJECTS BUILDING    7,11138008
VLADECK ONE HOUSES BUILDING    7,11138008
VLADECK ONE PROJECTS BLDG    7,11138008
VLADECK    1 HOUSES BLDG    8,11138009
VLADECK    1 PROJECTS BLDG    8,11138009
VLADECK I HOUSES BUILDING    8,11138009
VLADECK I PROJECTS BUILDING    8,11138009
VLADECK ONE HOUSES BUILDING    8,11138009
VLADECK ONE PROJECTS BLDG    8,11138009
VLADECK    1 HOUSES BLDG    9,11138010
VLADECK    1 PROJECTS BLDG    9,11138010
VLADECK I HOUSES BUILDING    9,11138010
VLADECK I PROJECTS BUILDING    9,11138010
VLADECK ONE HOUSES BUILDING    9,11138010
VLADECK ONE PROJECTS BLDG    9,11138010
VLADECK    1 HOUSES BLDG   10,11138011
VLADECK    1 PROJECTS BLDG   10,11138011
VLADECK I HOUSES BUILDING   10,11138011
VLADECK I PROJECTS BUILDING   10,11138011
VLADECK ONE HOUSES BUILDING   10,11138011
VLADECK ONE PROJECTS BLDG   10,11138011
VLADECK    1 HOUSES BLDG   11,11138012
VLADECK    1 PROJECTS BLDG   11,11138012
VLADECK I HOUSES BUILDING   11,11138012
VLADECK I PROJECTS BUILDING   11,11138012
VLADECK ONE HOUSES BUILDING   11,11138012
VLADECK ONE PROJECTS BLDG   11,11138012
VLADECK    1 HOUSES BLDG   12,11138013
VLADECK    1 PROJECTS BLDG   12,11138013
VLADECK I HOUSES BUILDING   12,11138013
VLADECK I PROJECTS BUILDING   12,11138013
VLADECK ONE HOUSES BUILDING   12,11138013
VLADECK ONE PROJECTS BLDG   12,11138013
VLADECK    1 HOUSES BLDG   13,11138014
VLADECK    1 PROJECTS BLDG   13,11138014
VLADECK I HOUSES BUILDING   13,11138014
VLADECK I PROJECTS BUILDING   13,11138014
VLADECK ONE HOUSES BUILDING   13,11138014
VLADECK ONE PROJECTS BLDG   13,11138014
VLADECK    1 HOUSES BLDG   14,11138015
VLADECK    1 PROJECTS BLDG   14,11138015
VLADECK I HOUSES BUILDING   14,11138015
VLADECK I PROJECTS BUILDING   14,11138015
VLADECK ONE HOUSES BUILDING   14,11138015
VLADECK ONE PROJECTS BLDG   14,11138015
VLADECK    1 HOUSES BLDG   15,11138016
VLADECK    1 PROJECTS BLDG   15,11138016
VLADECK I HOUSES BUILDING   15,11138016
VLADECK I PROJECTS BUILDING   15,11138016
VLADECK ONE HOUSES BUILDING   15,11138016
VLADECK ONE PROJECTS BLDG   15,11138016
VLADECK    1 HOUSES BLDG   16,11138017
VLADECK    1 PROJECTS BLDG   16,11138017
VLADECK I HOUSES BUILDING   16,11138017
VLADECK I PROJECTS BUILDING   16,11138017
VLADECK ONE HOUSES BUILDING   16,11138017
VLADECK ONE PROJECTS BLDG   16,11138017
VLADECK    1 HOUSES BLDG   17,11138018
VLADECK    1 PROJECTS BLDG   17,11138018
VLADECK I HOUSES BUILDING   17,11138018
VLADECK I PROJECTS BUILDING   17,11138018
VLADECK ONE HOUSES BUILDING   17,11138018
VLADECK ONE PROJECTS BLDG   17,11138018
VLADECK    1 HOUSES BLDG   18,11138019
VLADECK    1 PROJECTS BLDG   18,11138019
VLADECK I HOUSES BUILDING   18,11138019
VLADECK I PROJECTS BUILDING   18,11138019
VLADECK ONE HOUSES BUILDING   18,11138019
VLADECK ONE PROJECTS BLDG   18,11138019
VLADECK    1 HOUSES BLDG   19,11138020
VLADECK    1 PROJECTS BLDG   19,11138020
VLADECK I HOUSES BUILDING   19,11138020
VLADECK I PROJECTS BUILDING   19,11138020
VLADECK ONE HOUSES BUILDING   19,11138020
VLADECK ONE PROJECTS BLDG   19,11138020
VLADECK    1 HOUSES BLDG   20,11138021
VLADECK    1 PROJECTS BLDG   20,11138021
VLADECK I HOUSES BUILDING   20,11138021
VLADECK I PROJECTS BUILDING   20,11138021
VLADECK ONE HOUSES BUILDING   20,11138021
VLADECK ONE PROJECTS BLDG   20,11138021
DOUGLASS    1 HOUSES,11139001
DOUGLASS    1 HOUSES COMPLEX,11139001
DOUGLASS    1 PROJECTS,11139001
DOUGLASS    1 PROJECTS COMPLEX,11139001
DOUGLASS HOUSES    1,11139001
DOUGLASS HOUSES COMPLEX I,11139001
DOUGLASS HOUSES I,11139001
DOUGLASS I HOUSES,11139001
DOUGLASS I HOUSES COMPLEX,11139001
DOUGLASS I PROJECTS,11139001
DOUGLASS I PROJECTS COMPLEX,11139001
DOUGLASS PROJECTS    1,11139001
DOUGLASS PROJECTS COMPLEX I,11139001
DOUGLASS PROJECTS I,11139001
F DOUGLASS    1 HOUSES,11139001
F DOUGLASS    1 HOUSES COMPLEX,11139001
F DOUGLASS    1 PROJECTS,11139001
F DOUGLASS    1 PROJECTS COMPLEX,11139001
F DOUGLASS HOUSES    1,11139001
F DOUGLASS HOUSES COMPLEX    1,11139001
F DOUGLASS HOUSES COMPLEX I,11139001
F DOUGLASS HOUSES I,11139001
F DOUGLASS HOUSES PROJECTS    1,11139001
F DOUGLASS I HOUSES,11139001
F DOUGLASS I HOUSES COMPLEX,11139001
F DOUGLASS I PROJECTS,11139001
F DOUGLASS I PROJECTS COMPLEX,11139001
F DOUGLASS PROJECTS    1,11139001
F DOUGLASS PROJECTS COMPLEX I,11139001
F DOUGLASS PROJECTS I,11139001
FREDERICK DOUGLASS    1 HOUSES,11139001
FREDERICK DOUGLASS    1 PROJECTS,11139001
FREDERICK DOUGLASS HOUSES    1,11139001
FREDERICK DOUGLASS HOUSES CX I,11139001
FREDERICK DOUGLASS HOUSES I,11139001
FREDERICK DOUGLASS I HOUSES,11139001
FREDERICK DOUGLASS I HOUSES CX,11139001
FREDERICK DOUGLASS I PROJECTS,11139001
FREDERICK DOUGLASS I PROJECTS CX,11139001
FREDERICK DOUGLASS PROJECTS    1,11139001
FREDERICK DOUGLASS PROJECTS CX I,11139001
FREDERICK DOUGLASS PROJECTS I,11139001
DOUGLASS    1 HOUSES BLDG    4,11139002
DOUGLASS    1 PROJECTS BLDG    4,11139002
DOUGLASS HOUSES    1 BLDG    4,11139002
DOUGLASS HOUSES BUILDING    4,11139002
DOUGLASS HOUSES I BUILDING    4,11139002
DOUGLASS I HOUSES BUILDING    4,11139002
DOUGLASS I PROJECTS BLDG    4,11139002
DOUGLASS PROJECTS    1 BLDG    4,11139002
DOUGLASS PROJECTS BUILDING    4,11139002
DOUGLASS PROJECTS I BLDG    4,11139002
F DOUGLASS    1 HOUSES BLDG    4,11139002
F DOUGLASS HOUSES    1 BLDG    4,11139002
F DOUGLASS HOUSES BUILDING    4,11139002
F DOUGLASS HOUSES I BLDG    4,11139002
F DOUGLASS I HOUSES BLDG    4,11139002
F DOUGLASS I PROJECTS BLDG    4,11139002
F DOUGLASS PROJECTS BLDG    4,11139002
F DOUGLASS PROJECTS I BLDG    4,11139002
DOUGLASS    1 HOUSES BLDG    5,11139003
DOUGLASS    1 PROJECTS BLDG    5,11139003
DOUGLASS HOUSES    1 BLDG    5,11139003
DOUGLASS HOUSES BUILDING    5,11139003
DOUGLASS HOUSES I BUILDING    5,11139003
DOUGLASS I HOUSES BUILDING    5,11139003
DOUGLASS I PROJECTS BLDG    5,11139003
DOUGLASS PROJECTS    1 BLDG    5,11139003
DOUGLASS PROJECTS BUILDING    5,11139003
DOUGLASS PROJECTS I BLDG    5,11139003
F DOUGLASS    1 HOUSES BLDG    5,11139003
F DOUGLASS HOUSES    1 BLDG    5,11139003
F DOUGLASS HOUSES BUILDING    5,11139003
F DOUGLASS HOUSES I BLDG    5,11139003
F DOUGLASS I HOUSES BLDG    5,11139003
F DOUGLASS I PROJECTS BLDG    5,11139003
F DOUGLASS PROJECTS BLDG    5,11139003
F DOUGLASS PROJECTS I BLDG    5,11139003
DOUGLASS    1 HOUSES BLDG    6,11139004
DOUGLASS    1 PROJECTS BLDG    6,11139004
DOUGLASS HOUSES    1 BLDG    6,11139004
DOUGLASS HOUSES BUILDING    6,11139004
DOUGLASS HOUSES I BUILDING    6,11139004
DOUGLASS I HOUSES BUILDING    6,11139004
DOUGLASS I PROJECTS BLDG    6,11139004
DOUGLASS PROJECTS    1 BLDG    6,11139004
DOUGLASS PROJECTS BUILDING    6,11139004
DOUGLASS PROJECTS I BLDG    6,11139004
F DOUGLASS    1 HOUSES BLDG    6,11139004
F DOUGLASS HOUSES    1 BLDG    6,11139004
F DOUGLASS HOUSES BUILDING    6,11139004
F DOUGLASS HOUSES I BLDG    6,11139004
F DOUGLASS I HOUSES BLDG    6,11139004
F DOUGLASS I PROJECTS BLDG    6,11139004
F DOUGLASS PROJECTS BLDG    6,11139004
F DOUGLASS PROJECTS I BLDG    6,11139004
DOUGLASS    1 HOUSES BLDG    7,11139005
DOUGLASS    1 PROJECTS BLDG    7,11139005
DOUGLASS HOUSES    1 BLDG    7,11139005
DOUGLASS HOUSES BUILDING    7,11139005
DOUGLASS HOUSES I BUILDING    7,11139005
DOUGLASS I HOUSES BUILDING    7,11139005
DOUGLASS I PROJECTS BLDG    7,11139005
DOUGLASS PROJECTS    1 BLDG    7,11139005
DOUGLASS PROJECTS BUILDING    7,11139005
DOUGLASS PROJECTS I BLDG    7,11139005
F DOUGLASS    1 HOUSES BLDG    7,11139005
F DOUGLASS HOUSES    1 BLDG    7,11139005
F DOUGLASS HOUSES BUILDING    7,11139005
F DOUGLASS HOUSES I BLDG    7,11139005
F DOUGLASS I HOUSES BLDG    7,11139005
F DOUGLASS I PROJECTS BLDG    7,11139005
F DOUGLASS PROJECTS BLDG    7,11139005
F DOUGLASS PROJECTS I BLDG    7,11139005
DOUGLASS    1 HOUSES BLDG    8,11139006
DOUGLASS    1 PROJECTS BLDG    8,11139006
DOUGLASS HOUSES    1 BLDG    8,11139006
DOUGLASS HOUSES BUILDING    8,11139006
DOUGLASS HOUSES I BUILDING    8,11139006
DOUGLASS I HOUSES BUILDING    8,11139006
DOUGLASS I PROJECTS BLDG    8,11139006
DOUGLASS PROJECTS    1 BLDG    8,11139006
DOUGLASS PROJECTS BUILDING    8,11139006
DOUGLASS PROJECTS I BLDG    8,11139006
F DOUGLASS    1 HOUSES BLDG    8,11139006
F DOUGLASS HOUSES    1 BLDG    8,11139006
F DOUGLASS HOUSES BUILDING    8,11139006
F DOUGLASS HOUSES I BLDG    8,11139006
F DOUGLASS I HOUSES BLDG    8,11139006
F DOUGLASS I PROJECTS BLDG    8,11139006
F DOUGLASS PROJECTS BLDG    8,11139006
F DOUGLASS PROJECTS I BLDG    8,11139006
DOUGLASS    1 HOUSES BLDG    9,11139007
DOUGLASS    1 PROJECTS BLDG    9,11139007
DOUGLASS HOUSES    1 BLDG    9,11139007
DOUGLASS HOUSES BUILDING    9,11139007
DOUGLASS HOUSES I BUILDING    9,11139007
DOUGLASS I HOUSES BUILDING    9,11139007
DOUGLASS I PROJECTS BLDG    9,11139007
DOUGLASS PROJECTS    1 BLDG    9,11139007
DOUGLASS PROJECTS BUILDING    9,11139007
DOUGLASS PROJECTS I BLDG    9,11139007
F DOUGLASS    1 HOUSES BLDG    9,11139007
F DOUGLASS HOUSES    1 BLDG    9,11139007
F DOUGLASS HOUSES BUILDING    9,11139007
F DOUGLASS HOUSES I BLDG    9,11139007
F DOUGLASS I HOUSES BLDG    9,11139007
F DOUGLASS I PROJECTS BLDG    9,11139007
F DOUGLASS PROJECTS BLDG    9,11139007
F DOUGLASS PROJECTS I BLDG    9,11139007
DOUGLASS    1 HOUSES BLDG   10,11139008
DOUGLASS    1 PROJECTS BLDG   10,11139008
DOUGLASS HOUSES    1 BLDG   10,11139008
DOUGLASS HOUSES BUILDING   10,11139008
DOUGLASS HOUSES I BUILDING   10,11139008
DOUGLASS I HOUSES BUILDING   10,11139008
DOUGLASS I PROJECTS BLDG   10,11139008
DOUGLASS PROJECTS    1 BLDG   10,11139008
DOUGLASS PROJECTS BUILDING   10,11139008
DOUGLASS PROJECTS I BLDG   10,11139008
F DOUGLASS    1 HOUSES BLDG   10,11139008
F DOUGLASS HOUSES    1 BLDG   10,11139008
F DOUGLASS HOUSES BUILDING   10,11139008
F DOUGLASS HOUSES I BLDG   10,11139008
F DOUGLASS I HOUSES BLDG   10,11139008
F DOUGLASS I PROJECTS BLDG   10,11139008
F DOUGLASS PROJECTS BLDG   10,11139008
F DOUGLASS PROJECTS I BLDG   10,11139008
DOUGLASS    1 HOUSES BLDG   11,11139009
DOUGLASS    1 PROJECTS BLDG   11,11139009
DOUGLASS HOUSES    1 BLDG   11,11139009
DOUGLASS HOUSES BUILDING   11,11139009
DOUGLASS HOUSES I BUILDING   11,11139009
DOUGLASS I HOUSES BUILDING   11,11139009
DOUGLASS I PROJECTS BLDG   11,11139009
DOUGLASS PROJECTS    1 BLDG   11,11139009
DOUGLASS PROJECTS BUILDING   11,11139009
DOUGLASS PROJECTS I BLDG   11,11139009
F DOUGLASS    1 HOUSES BLDG   11,11139009
F DOUGLASS HOUSES    1 BLDG   11,11139009
F DOUGLASS HOUSES BUILDING   11,11139009
F DOUGLASS HOUSES I BLDG   11,11139009
F DOUGLASS I HOUSES BLDG   11,11139009
F DOUGLASS I PROJECTS BLDG   11,11139009
F DOUGLASS PROJECTS BLDG   11,11139009
F DOUGLASS PROJECTS I BLDG   11,11139009
DOUGLASS    1 HOUSES BLDG   12,11139010
DOUGLASS    1 PROJECTS BLDG   12,11139010
DOUGLASS HOUSES    1 BLDG   12,11139010
DOUGLASS HOUSES BUILDING   12,11139010
DOUGLASS HOUSES I BUILDING   12,11139010
DOUGLASS I HOUSES BUILDING   12,11139010
DOUGLASS I PROJECTS BLDG   12,11139010
DOUGLASS PROJECTS    1 BLDG   12,11139010
DOUGLASS PROJECTS BUILDING   12,11139010
DOUGLASS PROJECTS I BLDG   12,11139010
F DOUGLASS    1 HOUSES BLDG   12,11139010
F DOUGLASS HOUSES    1 BLDG   12,11139010
F DOUGLASS HOUSES BUILDING   12,11139010
F DOUGLASS HOUSES I BLDG   12,11139010
F DOUGLASS I HOUSES BLDG   12,11139010
F DOUGLASS I PROJECTS BLDG   12,11139010
F DOUGLASS PROJECTS BLDG   12,11139010
F DOUGLASS PROJECTS I BLDG   12,11139010
DOUGLASS    1 HOUSES COMM CENTER,11139013
DOUGLASS    1 PROJECTS COMM CTR,11139013
DOUGLASS HOUSES COMMUNITY CENTER,11139013
DOUGLASS I HOUSES COMMUNITY CTR,11139013
DOUGLASS I PROJECTS COMM CENTER,11139013
DOUGLASS PROJECTS COMMUNITY CTR,11139013
F DOUGLASS    1 HOUSES COMM CTR,11139013
F DOUGLASS I HOUSES COMM CENTER,11139013
F DOUGLASS I PROJECTS COMM CTR,11139013
ADRIAN AVENUE,11141001
INWOOD HILL NATURE CENTER,11145501
PIER   48,11147501
PIER   19,11148001
PIER    9,11148501
PIER   50,11149001
ALBANY STREET,11151001
COLUMBUS PARK,11156501
COLUMBUS PARK COMFORT STA    1,11156502
COLUMBUS PK COMFORT STATION    1,11156502
COLUMBUS PARK COMFORT STA    2,11156503
COLUMBUS PK COMFORT STATION    2,11156503
ALAN STREET,11161001
ALLEN STREET,11161001
AMERICAN EXPRESS PLAZA,11166001
AMSTERDAM AVENUE,11171001
AMSTERDAM HOUSES,11171101
AMSTERDAM HOUSES COMPLEX,11171101
AMSTERDAM PROJECTS,11171101
AMSTERDAM PROJECTS COMPLEX,11171101
AMSTERDAM HOUSES BUILDING    1,11171102
AMSTERDAM PROJECTS BUILDING    1,11171102
AMSTERDAM HOUSES BUILDING    2,11171103
AMSTERDAM PROJECTS BUILDING    2,11171103
AMSTERDAM HOUSES BUILDING    3,11171104
AMSTERDAM PROJECTS BUILDING    3,11171104
AMSTERDAM HOUSES BUILDING    4,11171105
AMSTERDAM PROJECTS BUILDING    4,11171105
AMSTERDAM HOUSES BUILDING    5,11171106
AMSTERDAM PROJECTS BUILDING    5,11171106
AMSTERDAM HOUSES BUILDING    6,11171107
AMSTERDAM PROJECTS BUILDING    6,11171107
AMSTERDAM HOUSES BUILDING    7,11171108
AMSTERDAM PROJECTS BUILDING    7,11171108
AMSTERDAM HOUSES BUILDING    8,11171109
AMSTERDAM PROJECTS BUILDING    8,11171109
AMSTERDAM HOUSES BUILDING    9,11171110
AMSTERDAM PROJECTS BUILDING    9,11171110
AMSTERDAM HOUSES BUILDING   10,11171111
AMSTERDAM PROJECTS BUILDING   10,11171111
AMSTERDAM HOUSES BUILDING   11,11171112
AMSTERDAM PROJECTS BUILDING   11,11171112
AMSTERDAM HOUSES BUILDING   12,11171113
AMSTERDAM PROJECTS BUILDING   12,11171113
AMSTERDAM HOUSES BUILDING   13,11171114
AMSTERDAM PROJECTS BUILDING   13,11171114
AMSTERDAM ADDITION PROJECTS,11171115
AMSTERDAM HOUSES ADDITION,11171115
AMSTERDAM PROJECTS ADDITION,11171115
AMSTERDAM HOUSES COMMUNITY CTR,11171116
AMSTERDAM PROJECTS COMMUNITY CTR,11171116
ANDES ROAD,11173001
ANN STREET,11175001
ARDEN STREET,11181001
ASSER LEVY PLACE,11181501
ASTOR PLACE,11182001
ASTOR PLAZA,11183001
SEWARD PARK,11186501
UNION SQUARE PARK,11188001
UNION SQUARE PARK E SUBWAY KIOSK,11188002
UNION SQUARE PARK W SUBWAY KIOSK,11188003
UNION SQUARE PARK PAVILION,11188004
UNION SQUARE PAVILION,11188004
ATTORNEY STREET,11191001
AUDUBON APARTMENTS,11200801
AUDUBON APTS,11200801
AUDOBON AVENUE,11201001
AUDUBON AVENUE,11201001
LITTLE FLOWER PG,11202501
LITTLE FLOWER PLAYGROUND,11202501
LITTLE FLOWER PLGD,11202501
A AVENUE,11211001
AVENUE A,11211001
AVENUE B,11221001
B AVENUE,11221001
CHARLIE PARKER PLACE,11221002
PARKER PLACE,11221002
AVENUE C,11231001
C AVENUE,11231001
LOISAIDA AVENUE,11231001
AVENUE D,11241001
D AVENUE,11241001
AVENUE OF FINEST,11242001
AVENUE OF THE FINEST,11242001
FINEST AVENUE,11242001
BAKER FIELD,11250301
BAKER FIELD COLUMBIA UNIVERSITY,11250301
BANK STREET,11251001
GARGAN WAY,11251002
PTL T GARGAN WAY,11251002
PTL T J GARGAN WAY,11251002
PTL THOMAS GARGAN WAY,11251002
PTL THOMAS J GARGAN WAY,11251002
T GARGAN WAY,11251002
T J GARGAN WAY,11251002
THOMAS GARGAN WAY,11251002
THOMAS J GARGAN WAY,11251002
BANKERS TRUST PLAZA,11251501
BARCLAY STREET,11252001
BARNARD COLLEGE,11252501
BARNARD COLLEGE COMPLEX,11252501
BARNARD COLLEGE MILBANK HALL,11252502
MILBANK HALL,11252502
ALTSCHUL HALL,11252503
BARNARD COLL H G ALTSCHUL HALL,11252503
BARNARD COLL HELEN ALTSCHUL HALL,11252503
BARNARD COLLEGE ALTSCHUL HALL,11252503
BARNARD COLLEGE H ALTSCHUL HALL,11252503
H ALTSCHUL HALL,11252503
H G ALTSCHUL HALL,11252503
HELEN ALTSCHUL HALL,11252503
HELEN G ALTSCHUL HALL,11252503
HELEN GOODHART ALTSCHUL HALL,11252503
BARNARD COLLEGE M MAC INTOSH CTR,11252504
BARNARD COLLEGE M MACINTOSH CTR,11252504
BARNARD COLLEGE M MC INTOSH CTR,11252504
BARNARD COLLEGE M MCINTOSH CTR,11252504
BARNARD COLLEGE MAC INTOSH CTR,11252504
BARNARD COLLEGE MACINTOSH CENTER,11252504
BARNARD COLLEGE MC INTOSH CENTER,11252504
BARNARD COLLEGE MCINTOSH CENTER,11252504
M MAC INTOSH CENTER,11252504
M MACINTOSH CENTER,11252504
M MC INTOSH CENTER,11252504
M MCINTOSH CENTER,11252504
MAC INTOSH CENTER,11252504
MACINTOSH CENTER,11252504
MC INTOSH CENTER,11252504
MCINTOSH CENTER,11252504
MILLICENT MAC INTOSH CENTER,11252504
MILLICENT MACINTOSH CENTER,11252504
MILLICENT MC INTOSH CENTER,11252504
MILLICENT MCINTOSH CENTER,11252504
BARNARD COLLEGE ELLIOTT HALL,11252505
ELLIOTT HALL,11252505
BARNARD COLL ADELE LEHMAN HALL,11252506
BARNARD COLLEGE A LEHMAN HALL,11252506
BARNARD COLLEGE LEHMAN HALL,11252506
BARNARD COLLEGE WOLLMAN LIBRARY,11252506
LEHMAN HALL,11252506
WOLLMAN LIBRARY,11252506
BARNARD COLLEGE REID HALL,11252507
REID HALL,11252507
BARNARD COLLEGE BARNARD HALL,11252508
BARNARD COLLEGE STUDENT BUILDING,11252508
BARNARD COLLEGE STUDENTS BLDG,11252508
BARNARD HALL,11252508
BARNARD COLLEGE SULZBERGER HALL,11252509
SULZBERGER HALL,11252509
BARNARD COLLEGE HEWITT HALL,11252510
HEWITT HALL,11252510
BARNARD COLLEGE PLIMPTON HALL,11252511
PLIMPTON HALL,11252511
BARNARD COLLEGE BROOK HALL,11252512
BARNARD COLLEGE BROOK'S HALL,11252512
BARNARD COLLEGE BROOKS HALL,11252512
BROOK HALL,11252512
BROOK'S HALL,11252512
